id;nombre
1;Regular
2;1ª Ronda
3;Semifinales
4;Final
5;PlayOff Semifinales
6;PlayOff Final
7;2ª Ronda
8;3ª Ronda
9;4ª Ronda Ida
10;4ª Ronda Vuelta
11;1/8 Final Ida
12;1/8 Final Vuelta
;
